ツイートID,ツイート本文
1626977553125892096,"@324221 SUMIFS関数の教科書があるんですか？？

SUMIFSを使える人はそれほど多くない印象ですね"
1626975229997355008,これをわかってツッコミ入れてくれる人がいるのがTwitterの好きなところ https://t.co/FFbn6qDuFy
1626974613786992640,@beConjuror お前それ光の速さの90パーセントで進むロケットの中でも同じこと言えんの？
1626970058961612802,"RT @Tsutsui0524: エラー？何のことですか？

IFERRORちゃんはエラーを隠しちゃう #関数ちゃん
腕章かきわすれ

IFERRORちゃん紹介記事
https://t.co/HobS9A7t5g https://t.co/yADDsltHBd"
1626962868079046656,"攻めてるときが
一番無防備 https://t.co/flGAjqxphS"
1626961824792059904,これでもかと言うくらい分かりやすいSUMIFS関数 https://t.co/ZRDbVth5aO
1626953676815503360,@Ria_Nashiro むしろ左側のやつに無駄な漢字色々つけてやりたいです笑
1626948410166366209,"@ksgiksg @11Crossover7 置換を文字列消すのに使うみたいに、コピペを書式を消すのに…

あれ、私結構やってますねソレ"
1626947794513854465,"テストの採点は、正解に丸をつけることではなく、不正解の種類や数、傾向を掴んで今後の授業に活かすことが目的

って高校の頃の体育の先生が言ってました"
1626943674662932481,@IT_craftmanship @ShiodaKayak なるほど
1626936192561459201,@ShiodaKayak 出して…って聞こえました怖っっ！！
1626934065290158080,@beConjuror 脳内ではチャンドラグプタですね
1626933334411706374,"@hassy_birow むしろ、経理から外されたら生きていけないから必死で経理やりますよ

成果主義の営業気質と業務が噛み合わないのは、ありますよね"
1626932622608990208,"@ticktackworker 絶対に話聞いてくれる相手だと思っているので笑

アカウント分割も深いですよね
フォロワーをANDで獲得するのか、ORで獲得するのか？
どちらも、それぞれの難しさがあると思います

前者は人、後者はコンテンツの勝負と思っています"
1626931899963944961,"@sugoi_kaizen 普遍的な原則であるが故に、付け加えたり、ふくらませることが難しそうです

一個足すと、じゃあこれは？
ってなりそうな、絶妙なバランスを吉田先生の本から感じるのです"
1626931187502690308,@ShiodaKayak 絵の仕事は本当に描き上げられるのかという不安があるので、いつも怖いです
1626930104390803458,RT @daharatech: 何となく推測できるのが悔しいw
1626929732079218688,@tukigamilito ありますよね笑
1626926116173918208,"@ticktackworker 上手くなりたいという欲に勝てますか？
私も初めは実力をわきまえたイラストを描こうと思っていました
が、上手く描きたい、上手くなりたい欲が出てしまいました"
1626911170354626561,"@KotorinChunChun 8890おめでとうございます！！
8890！！"
1626902338186387458,"@imaginster トリビアですね！
ありがとうございます！"
1626902255000772608,RT @imaginster: 海外でも文字化けは、モジバケと言う発音で通じる！
1626896532833439744,"@imaginster それ本当ですか！？
なぜ日本語で…"
1626889494107676673,"@IrisLovinson 読み返されてますね！笑
正解です！"
1626874915080265729,HTMLの理解 https://t.co/BWQMdHemSb
1626830874355372033,"謌代′蜷阪?繧｢繧ｷ繧ｿ繧ｫ?

Download繝輔か繝ｫ繝?繧医ｊExcel縺ｸ譚･縺滂ｼ

縺昴↑縺溘◆縺｡縺ｯCSV繧呈ｭ｣縺励￥繧､繝ｳ繝昴?繝医〒縺阪ｋ莠句漁蜩｡縺具ｼ https://t.co/9fqDelBvMu"
1626788317261070336,@ksgiksg @11Crossover7 コピペの貫通力はチートなんよ
1626786768745013248,"@yasuhiro_ なんでしょうね
みんなに一等が行き渡らないのがモヤモヤするのかもしれないです"
1626784971611590656,"RT @Tsutsui0524: 新人「Word使えます」

先輩「改行はどうやる？」

新人「Shift + Enterです」

先輩「よく来てくれた！！」"
1626784802975408129,"RT @Tsutsui0524: 私の上司がくれた初めてのアカウント、
それは管理者アカウントで私は入社4ヶ月目でした
その権限は強くて無制限で、こんな素晴らしいアカウントを貰える私は
きっと特別な存在なのだと感じました

今では私が上司、新人にあげるのはもちろん管理者アカウン…"
1626777422321549313,RT @Tsutsui0524: 「新人さぁ…たのむからSAM関数くらい使えてくれよ…」 https://t.co/l84w1sB5Wm
1626748334307246081,"早速新キャラのXLOOKUPを…！
不敵な笑みが素敵！ https://t.co/JjVjdBEE5G"
1626747352689278976,"一番くじって、全景品を1個ずつ入れたセットを利益が出る価格で売るのでは駄目なんですかね
同じハンドタオルを何枚も買う人が出るから儲かるという話ですか"
1626747226344267780,"@reg_worm 常駐虫さん、ありがとうございます！
残りも頑張ります！"
1626747069175336960,"@sugoi_kaizen 本質を見ろ！
というメッセージがよく伝わります！"
1626724549130862593,"RT @Tsutsui0524: 『F4キー』 参照方法の切り替え

数式のセル参照A1にカーソル合わせて『F4キー』を押すと

$A$1→A$1→$A1→A1

と切り替わります

セル番地に$記号が付いた直後が固定されます
『A$1』だとAは固定されず、1は固定されます
#…"
1626716516770287616,"@nakayoshix 買いました！
ありがとつございます！"
1626712020526714880,"@nakayoshix ありがどうございます

むしろ、百烈拳の方が気になります笑"
1626574159521419264,去年は締め切り期限前日の3月14日にe-Taxが落ちたので、マジで急ぎましょう https://t.co/w44EVdpTRC https://t.co/hsjkdxG3YR
1626573301656195072,@fukarakaru 私は右ですね！
1626573064854179840,@saitoo_3 掲示板創始者の人かと思いました
1626570187821682690,@yukiyama2003 忠実な家臣…
1626562201816543232,@KotorinChunChun ネタ画像！笑
1626561765797695491,@furyutei 「365は365日、ずっと一緒ってことだよ！」
1626560640528658434,"@IT_craftmanship ですよねー
なんか正確変わったらしいです"
1626551457033093122,"@neverpeace2020 発想が面白いですね
ロマンを感じました"
1626550955323052032,@mamoru_furuya お札より五百円玉喜ぶ子供じゃないんですから笑
1626550740297846785,"@neverpeace2020 色々条件あるんですね
検索候補に「効果ない」とか出てくるのでどんなものかと…

ありがとうございます！"
1626550230429884416,"@mine__0 @RelaxTools AIに暇人の相手させればいいとか思っている人は考えを改めるべきです
面倒な人間とはAIも話してくれないんです"
1626549920256909313,@neverpeace2020 知らなかったので調べましたが、これ効果あるんですか？
1626549539955179520,"@mikimomo_as 完成の線引き難しいですね
ここまでって引導を渡すような感じ…"
1626548929541324801,@my_kirakira お、おまわりさん
1626548109563273219,bingが作ったのバレてますか
1626547871804985344,@nixuko しっかりしてそうなにぅさんが…！
1626547561946550272,@KotorinChunChun 良い会社ですね！
1626546784440057856,"おつかれさまです

ポケットにボールペン入ってないですか？ https://t.co/6jBI9MXmRI"
1626544262690242561,"@RelaxTools いつまでも答えてくれると思ってると痛い目見ますねこれは
いつか質問が選別されそうです"
1626544093999542272,@moripro3 目がキラキラしてそうです笑
1626543906782609408,"@moripro3 bingは何なんでしょうね
人間が興味あっても、自分に興味がない話題は終わりにしようって…"
1626543306594488320,"役員「パソコンの調子が悪い」

情シス「メモリ増設しましょうか？」

役員「う～ん…」

情シス「1TBのUSBメモリです」

役員「(ニッコリ)」"
1626540201660252161,bingさんに話を打ち切られる、気持ちの悪い私 https://t.co/y0NUXfu8c4
1626539705834807302,"関数を入力中に表示されるヒントの読み方

・太字は入力中の引数
・[]でくくられた引数は、省略可能

#Excel https://t.co/DLPz53hofx"
1626524103162138626,仕事遅い人がCtrlキーに小指を乗せた状態で「あっぶね、ショートカットで時短するところだった」って言いながらマウスに手を伸ばしていたの非常に良かった。
1626512098426753025,"Excel関数の種類とできること

数値関数：数値の計算や統計 
文字列関数：文字列の操作や変換 
論理関数：条件式の真偽や組み合わせ 
日付・時刻関数：日付や時刻の計算や表示 
検索・参照関数：表や範囲から値を検索・参照 
エラー処理関数：エラー値を判定または置き換え"
1626508966091173891,"ショートカット一覧を貼っといて大した時短にならないって言う人初めて見ました笑

本質に目を向けようということなんですね！ https://t.co/lAVtFGFEch"
1626508881651445762,"@mr_Bones1582 =BOB(

…。"
1626502785876496384,"@_reime ぽすたああああああああああああああああああああああああ

ですね？"
1626477316502327296,@saitoo_3 そもそも走ってないからこその「走れ」だと思います
1626468892658003974,エクセルの汎用性が高くてどれもありそうに思える https://t.co/gBuOxOPejU
1626462244602277891,「新人さぁ…たのむからSAM関数くらい使えてくれよ…」 https://t.co/l84w1sB5Wm
